job_title,job_date,comp_name,comp_type,comp_size,eco_activity,region,contract,job_post_id,exper,gender,job_date_gregorian,salary,benefits_extracted,experience_categories
محاسب,28/03/1444,شركة دليل المواقع لتقنية المعلومات,خاص,صغيرة فئة أ,تصميم وبرمجة البرمجيات الخاصة,الرياض,دوام كامل,20202026207340,2,ذكور وإناث,2022-10-24 00:00:00,6500.0,لا يوجد بدلات,ذوي خبرة
سكرتير,28/03/1444,مكتب المحامي سعد بن درويش آل محفوظ,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,مكة المكرمة,دوام كامل,20202026207279,0,ذكور وإناث,2022-10-24 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
أخصائي تسويق,28/03/1444,شركة حديد السد للصناعة,خاص,متوسطة فئة ب,صناعة منتجات أولية من الحديد على شكل كتل من الركائز والمخلفات بعد إعادة صهرها,الرياض,دوام كامل,20202026207246,0,ذكور,2022-10-24 00:00:00,5500.0,لا يوجد بدلات,خريجون جدد
سكرتير قانوني,28/03/1444,مكتب المحامي سعد بن درويش آل محفوظ,خاص,صغيرة فئة ب,أنشطة المحاماة والاستشارات القانونية,مكة المكرمة,دوام كامل,20202026207235,0,إناث,2022-10-24 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
أخصائي عمليات موارد بشرية,28/03/1444,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,مكة المكرمة,دوام كامل,20202026207212,2,ذكور وإناث,2022-10-24 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
كاتب موارد بشرية,28/03/1444,شركة أرتال الفندقية,خاص,متوسطة فئة أ,إدارة مرافق الإيواء السياحي,الرياض,دوام كامل,20202026207157,0,ذكور,2022-10-24 00:00:00,6250.0,لا يوجد بدلات,خريجون جدد
عامل تعبئة وتغليف,28/03/1444,مؤسسة أبعاد الجمال التجارية,خاص,صغيرة فئة أ,البيع بالتجزئة لمستحضرات التجميل وصابون الزينة,الرياض,دوام كامل,20202026206657,0,إناث,2022-10-24 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مهندس سلامة وصحة مهنية,28/03/1444,شركة قطاف المستقبل للصناعات الغذائية,خاص,صغيرة فئة ب,حفظ الأسماك والمنتجات السمكية بواسطة التبريد أو التجميد,الرياض,دوام كامل,20202026201841,4,ذكور,2022-10-24 00:00:00,8333.0,يوجد بدلات,ذوي خبرة
كاتب موارد بشرية,22/03/1444,شركة نور الانشائية للمقاولات شركة شخص واحد,خاص,صغيرة فئة ب,ترميمات المباني السكنية والغير سكنية,مكة المكرمة,دوام كامل,20202026199385,4,إناث,2022-10-18 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
موظف استقبال,02/04/1444,مجمع الجمال العصري الطبي,خاص,صغيرة فئة ب,مراكز طب الاسنان,مكة المكرمة,دوام كامل,20202026198189,0,إناث,2022-10-27 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
سكرتير تنفيذي,17/03/1444,شركة السبائك الذهبية للمعادن الثمينة,خاص,صغيرة فئة أ,استيراد المعادن الثمينة والأحجار الكريمة,مكة المكرمة,دوام كامل,20202026193703,2,إناث,2022-10-13 00:00:00,5000.0,يوجد بدلات,ذوي خبرة
موظف صندوق محاسبة,16/03/1444,شركة اسواق بساتين القصيم,خاص,متوسطة فئة ب,استيراد المعادن الثمينة والأحجار الكريمة,الرياض,دوام كامل,20202026191054,0,ذكور وإناث,2022-10-12 00:00:00,4000.0,يوجد بدلات,خريجون جدد
موظف استقبال,12/03/1444,مركز شار لطب الاسنان,خاص,متوسطة فئة أ,استيراد المعادن الثمينة والأحجار الكريمة,مكة المكرمة,دوام كامل,20202026185095,4,إناث,2022-10-08 00:00:00,4000.0,يوجد بدلات,ذوي خبرة
بائع,07/03/1444,شركة محمد سراج عطار وأخويه,خاص,صغيرة فئة ب,البيع بالجملة للملابس الجاهزة,مكة المكرمة,دوام كامل,20202026138876,0,ذكور,2022-10-03 00:00:00,4000.0,يوجد بدلات,خريجون جدد
سكرتير,05/03/1444,مؤسسة دمك للمقاولات العامة,خاص,صغيرة فئة ب,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),المنطقة الشرقية,دوام كامل,20202026136425,0,إناث,2022-10-01 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
محاسب,07/05/1444,مؤسسة تركي داود عبدالله الضبيعي للتجارة,خاص,صغيرة فئة ب,البيع بالجملة للنجف وأصناف الإضاءة,الرياض,دوام كامل,20202026314974,2,ذكور وإناث,2022-12-01 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
فني نظارات,06/05/1444,مؤسسة نظارتي للبصريات,خاص,صغيرة فئة ب,البيع بالتجزئة لمعدات فحص النظر (محلات النظارات ),مكة المكرمة,دوام كامل,20202026314944,0,ذكور وإناث,2022-11-30 00:00:00,5500.0,يوجد بدلات,خريجون جدد
صيدلي,06/05/1444,فرع شركة نسيم العصرية المحدودة,خاص,صغيرة فئة ب,البيع بالتجزئة لمعدات فحص النظر (محلات النظارات ),مكة المكرمة,دوام كامل,20202026314909,0,ذكور,2022-11-30 00:00:00,7000.0,لا يوجد بدلات,خريجون جدد
مدير عمليات موارد بشرية,06/05/1444,شركة انكر اليابان,خاص,صغيرة فئة ب,خدمات المكاتب العلمية والفنية للمنتجات عدا المستحضرات الصيدلانية,الرياض,دوام كامل,20202026314815,7,ذكور وإناث,2022-11-30 00:00:00,32000.0,يوجد بدلات,ذوي خبرة
مساعد صحي,06/05/1444,مجمع حكماء الدواء الطبي,خاص,صغيرة فئة أ,المجمعات الطبية العامة,الباحة,دوام كامل,20202026314796,0,إناث,2022-11-30 00:00:00,4000.0,يوجد بدلات,خريجون جدد
محاسب,06/05/1444,مجمع حكماء الدواء الطبي,خاص,صغيرة فئة أ,المجمعات الطبية العامة,الباحة,دوام كامل,20202026314789,2,إناث,2022-11-30 00:00:00,4000.0,يوجد بدلات,ذوي خبرة
مساعد إداري,06/05/1444,شركة قطاف التجارية شركة شخص واحد,خاص,صغيرة فئة ب,أنشطة التخليص الجمركي,الرياض,دوام كامل,20202026314763,0,ذكور,2022-11-30 00:00:00,12325.0,لا يوجد بدلات,خريجون جدد
أخصائي تسويق,06/05/1444,مؤسسة تجمع لتقديم المشروبات,خاص,صغيرة فئة ب,تقديم العصائر الطازجة و المشروبات الباردة,مكة المكرمة,دوام كامل,20202026314681,0,ذكور وإناث,2022-11-30 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
محصل,06/05/1444,شركة ايجارة للتمويل (مساهمة مقفلة),خاص,متوسطة فئة أ,المصارف المركزية,الرياض,دوام كامل,20202026314620,2,ذكور وإناث,2022-11-30 00:00:00,4500.0,لا يوجد بدلات,ذوي خبرة
فارز بريدي,06/05/1444,شركة توصيل التجارية شركة شخص واحد,خاص,كبيرة,أنشطة وكالات النقل والشحن البحري,الرياض,دوام كامل,20202026314351,0,ذكور,2022-11-30 00:00:00,5625.0,لا يوجد بدلات,خريجون جدد
مساعد إداري,06/05/1444,شركة يسم للصناعة,خاص,صغيرة فئة ب,البيع بالتجزئة لوقود السيارات والدراجات النارية (محطات الوقود),مكة المكرمة,دوام كامل,20202026314347,2,ذكور وإناث,2022-11-30 00:00:00,4000.0,يوجد بدلات,ذوي خبرة
محاسب,06/05/1444,جمعية الدعوة والارشاد وتوعية الجاليات في الصناعية ,شبه حكومية,كبيرة,البيع بالتجزئة لوقود السيارات والدراجات النارية (محطات الوقود),الرياض,دوام كامل,20202026314310,0,ذكور,2022-11-30 00:00:00,7000.0,لا يوجد بدلات,خريجون جدد
مندوب مشتريات,06/05/1444,شركة الريم الذهبي لتقديم المشروبات,خاص,صغيرة فئة ب,محلات تقديم المشروبات ( الكوفي شوب ),الرياض,دوام كامل,20202026314199,0,ذكور,2022-11-30 00:00:00,3500.0,يوجد بدلات,خريجون جدد
مراقب الجودة,06/05/1444,شركة الجبيل لخدمات الطاقة شركة الشخص الواحد,خاص,كبيرة,صنع أنابيب ومواسير وأشكال مجوفة ووصلات أنابيب أو مواسير,المنطقة الشرقية,دوام كامل,20202026314167,0,ذكور,2022-11-30 00:00:00,6583.0,يوجد بدلات,خريجون جدد
مشغل آلة درفلة معادن,06/05/1444,شركة الجبيل لخدمات الطاقة شركة الشخص الواحد,خاص,كبيرة,صنع أنابيب ومواسير وأشكال مجوفة ووصلات أنابيب أو مواسير,المنطقة الشرقية,دوام كامل,20202026314117,0,ذكور,2022-11-30 00:00:00,6583.0,يوجد بدلات,خريجون جدد
بائع قطع غيار مركبات,06/05/1444,مؤسسة جنة الرضا التجارية,خاص,صغيرة فئة أ,البيع بالجملة والتجزئة لاجزاء وتوابع المركبات لم ترد فيما سبق,المنطقة الشرقية,دوام كامل,20202026314089,0,ذكور,2022-11-30 00:00:00,4000.0,يوجد بدلات,خريجون جدد
مشغل آلة درفلة معادن,06/05/1444,شركة ارسيلور ميتال تيوبيلر برودكتس الجبيل شركة مساهمة مقفلة ,خاص,كبيرة,صنع أنابيب ومواسير وأشكال مجوفة ووصلات أنابيب أو مواسير,المنطقة الشرقية,دوام كامل,20202026314082,0,ذكور,2022-11-30 00:00:00,6583.0,يوجد بدلات,خريجون جدد
ميكانيكي سيارات,06/05/1444,مؤسسة جنة الرضا التجارية,خاص,صغيرة فئة أ,البيع بالجملة والتجزئة لاجزاء وتوابع المركبات لم ترد فيما سبق,المنطقة الشرقية,دوام كامل,20202026314069,0,ذكور,2022-11-30 00:00:00,4000.0,يوجد بدلات,خريجون جدد
عامل كاونتر مأكولات ومشروبات,06/05/1444,مطعم الورده الشاميه لتقديم الوجبات,خاص,متوسطة فئة أ,البوفيهات ( الكافيتريات ),الرياض,دوام كامل,20202026314013,0,ذكور وإناث,2022-11-30 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
عامل كاونتر مأكولات ومشروبات,06/05/1444,مطعم الورده الشاميه لتقديم الوجبات,خاص,متوسطة فئة أ,البوفيهات ( الكافيتريات ),الرياض,دوام كامل,20202026314006,0,ذكور وإناث,2022-11-30 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مساعد إداري,05/05/1444,شركة تمكن الأولى المحدودة,خاص,صغيرة فئة أ,تقديم خدمات الاستشارات الإدارية العليا,الرياض,دوام كامل,20202026313933,0,ذكور وإناث,2022-11-29 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع هاتفي,05/05/1444,شركة تمكن الأولى المحدودة,خاص,صغيرة فئة أ,تقديم خدمات الاستشارات الإدارية العليا,الرياض,دوام كامل,20202026313927,0,ذكور وإناث,2022-11-29 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
